Date,Open,High,Low,Close,Adj Close,Volume
2015-10-28,53.540001,53.980000,52.860001,53.980000,47.745724,47000800
2015-10-29,53.540001,53.830002,53.220001,53.360001,47.197315,30202100
2015-10-30,53.320000,53.990002,52.619999,52.639999,46.560490,46619800
2015-11-02,52.849998,53.360001,52.619999,53.240002,47.091194,30285000
2015-11-03,52.930000,54.389999,52.900002,54.150002,47.896088,36596900
2015-11-04,54.180000,54.880001,54.060001,54.400002,48.117218,37087800
2015-11-05,54.490002,54.700001,54.000000,54.380001,48.099514,31468500
2015-11-06,54.090000,54.980000,53.959999,54.919998,48.577160,32851200
2015-11-09,54.549999,54.869999,53.560001,54.160000,47.904930,32513100
2015-11-10,54.070000,54.130001,53.270000,53.509998,47.330009,55283700
2015-11-11,53.700001,54.200001,53.459999,53.650002,47.453823,36516300
2015-11-12,53.480000,53.980000,53.189999,53.320000,47.161949,35361100
2015-11-13,53.070000,53.290001,52.529999,52.840000,46.737381,36848200
2015-11-16,53.080002,53.889999,52.849998,53.770000,47.559982,32165200
2015-11-17,53.169998,53.529999,52.849998,52.970001,47.168171,31551300
2015-11-18,53.000000,53.980000,52.980000,53.849998,47.951775,29710000
2015-11-19,53.990002,54.660000,53.779999,53.939999,48.031910,28149200
2015-11-20,54.250000,54.299999,53.270000,54.189999,48.254543,37147600
2015-11-23,54.250000,54.459999,53.750000,54.189999,48.254543,28235900
2015-11-24,53.919998,54.439999,53.580002,54.250000,48.307968,24600000
2015-11-25,54.090000,54.230000,53.689999,53.689999,47.809303,21005100
2015-11-27,53.799999,54.080002,53.790001,53.930000,48.023018,9009100
2015-11-30,54.540001,54.959999,54.000000,54.349998,48.397022,56241400
2015-12-01,54.410000,55.230000,54.299999,55.220001,49.171722,39952800
2015-12-02,55.320000,55.959999,55.060001,55.209999,49.162815,47274900
2015-12-03,55.490002,55.770000,53.930000,54.200001,48.263451,38627800
2015-12-04,54.119999,56.230000,54.099998,55.910000,49.786144,43963700
2015-12-07,55.790001,55.970001,55.290001,55.810001,49.697105,30709800
2015-12-08,55.470001,56.099998,54.990002,55.790001,49.679287,32878000
2015-12-09,55.369999,55.869999,54.509998,54.980000,48.958015,36373200
2015-12-10,55.389999,55.660000,55.009998,55.270000,49.216248,31775800
2015-12-11,54.709999,55.099998,54.009998,54.060001,48.138779,39549500
2015-12-14,54.330002,55.209999,53.680000,55.139999,49.100487,46768900
2015-12-15,55.660000,55.900002,55.090000,55.200001,49.153912,39843000
2015-12-16,55.540001,56.250000,54.759998,56.130001,49.982059,37503300
2015-12-17,56.360001,56.790001,55.529999,55.700001,49.599155,41280900
2015-12-18,55.770000,56.000000,54.029999,54.130001,48.201111,84684200
2015-12-21,54.880001,55.349998,54.230000,54.830002,48.824448,37246300
2015-12-22,54.990002,55.480000,54.500000,55.349998,49.287483,28322200
2015-12-23,55.700001,55.880001,55.439999,55.820000,49.706005,27279800
2015-12-24,55.860001,55.959999,55.430000,55.669998,49.572437,9558500
2015-12-28,55.349998,55.950001,54.980000,55.950001,49.821770,22458300
2015-12-29,56.290001,56.849998,56.060001,56.549999,50.356049,27731400
2015-12-30,56.470001,56.779999,56.290001,56.310001,50.142338,21704500
2015-12-31,56.040001,56.189999,55.419998,55.480000,49.403252,27334100
2016-01-04,54.320000,54.799999,53.389999,54.799999,48.797737,53778000
2016-01-05,54.930000,55.389999,54.540001,55.049999,49.020348,34079700
2016-01-06,54.320000,54.400002,53.639999,54.049999,48.129875,39518900
2016-01-07,52.700001,53.490002,52.070000,52.169998,46.455788,56564900
2016-01-08,52.369999,53.279999,52.150002,52.330002,46.598274,48754000
2016-01-11,52.509998,52.849998,51.459999,52.299999,46.571548,36943800
2016-01-12,52.759998,53.099998,52.060001,52.779999,46.998978,36095500
2016-01-13,53.799999,54.070000,51.299999,51.639999,45.983833,66883600
2016-01-14,52.000000,53.419998,51.570000,53.110001,47.292828,52381900
2016-01-15,51.310001,51.970001,50.340000,50.990002,45.405037,71820700
2016-01-19,51.480000,51.680000,50.060001,50.560001,45.022144,43564500
2016-01-20,49.980000,51.380001,49.099998,50.790001,45.226955,63273000
2016-01-21,51.000000,51.580002,50.299999,50.480000,44.950893,40191200
2016-01-22,51.410000,52.330002,51.259998,52.290001,46.562649,37555800
2016-01-25,51.939999,52.650002,51.650002,51.790001,46.117416,34707700
2016-01-26,51.790001,52.439999,51.549999,52.169998,46.455788,28900800
2016-01-27,52.009998,52.200001,51.020000,51.220001,45.609848,36775200
2016-01-28,51.860001,52.209999,51.250000,52.060001,46.357838,62513800
2016-01-29,54.730000,55.090000,54.000000,55.090000,49.055962,83611700
2016-02-01,54.880001,55.090000,54.500000,54.709999,48.717587,44208500
2016-02-02,54.169998,54.259998,52.650002,53.000000,47.194889,56313800
2016-02-03,53.250000,53.389999,51.259998,52.160000,46.446888,57559800
2016-02-04,52.099998,52.810001,51.369999,52.000000,46.304409,46987100
2016-02-05,51.939999,52.000000,49.560001,50.160000,44.665955,62009000
2016-02-08,49.549999,49.570000,48.189999,49.410000,43.998100,59290500
2016-02-09,49.020000,50.240002,48.669998,49.279999,43.882347,46740500
2016-02-10,49.889999,50.389999,49.520000,49.709999,44.265236,38237000
2016-02-11,48.680000,50.110001,48.509998,49.689999,44.247433,48878600
2016-02-12,50.250000,50.680000,49.750000,50.500000,44.968723,34243300
2016-02-16,50.900002,51.090000,50.130001,51.090000,45.820732,37291200
2016-02-17,51.490002,52.770000,51.450001,52.419998,47.013542,40789000
2016-02-18,52.330002,52.950001,52.099998,52.189999,46.807274,27176000
2016-02-19,51.970001,52.279999,51.529999,51.820000,46.475445,33559100
2016-02-22,52.279999,53.000000,52.279999,52.650002,47.219830,25008300
2016-02-23,52.340000,52.369999,50.980000,51.180000,45.901451,28895300
2016-02-24,50.689999,51.500000,50.200001,51.360001,46.062889,33014500
2016-02-25,51.730000,52.099998,50.610001,52.099998,46.726563,26939500
2016-02-26,52.599998,52.680000,51.099998,51.299999,46.009075,35975900
2016-02-29,51.349998,51.650002,50.660000,50.880001,45.632381,31654000
2016-03-01,50.970001,52.590000,50.919998,52.580002,47.157047,33024500
2016-03-02,52.410000,52.959999,52.160000,52.950001,47.488895,29289900
2016-03-03,52.970001,52.970001,51.779999,52.349998,46.950775,24427800
2016-03-04,52.400002,52.450001,51.709999,52.029999,46.663769,33034200
2016-03-07,51.560001,51.799999,50.580002,51.029999,45.766914,38407800
2016-03-08,50.799999,52.130001,50.599998,51.650002,46.322979,33835100
2016-03-09,51.889999,52.849998,51.860001,52.840000,47.390240,28251600
2016-03-10,52.930000,52.939999,51.160000,52.049999,46.681717,38387800
2016-03-11,53.000000,53.070000,52.380001,53.070000,47.596512,32275700
2016-03-14,52.709999,53.590000,52.630001,53.169998,47.686199,24083600
2016-03-15,52.750000,53.590000,52.740002,53.590000,48.062885,21104800
2016-03-16,53.450001,54.599998,53.400002,54.349998,48.744511,31691700
2016-03-17,54.209999,55.000000,54.000000,54.660000,49.022541,28223900
2016-03-18,54.919998,54.970001,53.450001,53.490002,47.973209,67625500
2016-03-21,53.250000,53.930000,52.930000,53.860001,48.305035,23925700
2016-03-22,53.610001,54.250000,53.459999,54.070000,48.493385,23124100
2016-03-23,54.110001,54.240002,53.740002,53.970001,48.403683,20129000
2016-03-24,53.840000,54.330002,53.730000,54.209999,48.618946,19950000
2016-03-28,54.209999,54.290001,53.330002,53.540001,48.018044,17025100
2016-03-29,53.660000,54.860001,53.450001,54.709999,49.067371,23924300
2016-03-30,54.930000,55.639999,54.900002,55.049999,49.372307,23008300
2016-03-31,54.950001,55.590000,54.860001,55.230000,49.533733,26360500
2016-04-01,55.049999,55.610001,54.570000,55.570000,49.838665,24399200
2016-04-04,55.430000,55.660000,55.000000,55.430000,49.713116,18928800
2016-04-05,55.189999,55.299999,54.459999,54.560001,48.932854,19272300
2016-04-06,54.360001,55.200001,54.209999,55.119999,49.435089,21188700
2016-04-07,54.869999,54.910000,54.230000,54.459999,48.843155,19225100
2016-04-08,54.669998,55.279999,54.320000,54.419998,48.807278,22167200
2016-04-11,54.490002,55.150002,54.299999,54.310001,48.708633,21414200
2016-04-12,54.369999,54.779999,53.759998,54.650002,49.013554,24944300
2016-04-13,55.119999,55.439999,54.889999,55.349998,49.641365,20818000
2016-04-14,55.220001,55.580002,55.070000,55.360001,49.650330,20877100
2016-04-15,55.299999,55.919998,55.110001,55.650002,49.910419,28793800
2016-04-18,55.490002,56.590000,55.209999,56.459999,50.636890,23786000
2016-04-19,56.630001,56.770000,55.680000,56.389999,50.574100,29596800
2016-04-20,56.290001,56.500000,55.490002,55.590000,49.856613,36195700
2016-04-21,55.799999,56.230000,55.419998,55.779999,50.027027,38909100
2016-04-22,51.910000,52.430000,50.770000,51.779999,46.439564,126834100
2016-04-25,51.779999,52.130001,51.630001,52.110001,46.735523,33226900
2016-04-26,52.259998,52.349998,51.090000,51.439999,46.134636,33532600
2016-04-27,51.480000,51.500000,50.549999,50.939999,45.686203,43369300
2016-04-28,50.619999,50.770000,49.560001,49.900002,44.753468,43134800
2016-04-29,49.349998,50.250000,49.349998,49.869999,44.726555,48411700
2016-05-02,50.000000,50.750000,49.779999,50.610001,45.390232,33114500
2016-05-03,50.340000,50.410000,49.599998,49.779999,44.645821,26460200
2016-05-04,49.840000,50.060001,49.459999,49.869999,44.726555,24257600
2016-05-05,49.869999,50.299999,49.730000,49.939999,44.789330,25390700
2016-05-06,49.919998,50.389999,49.660000,50.389999,45.192917,24787300
2016-05-09,50.490002,50.590000,50.000000,50.070000,44.905922,17951600
2016-05-10,50.330002,51.099998,50.189999,51.020000,45.757961,22891000
2016-05-11,51.130001,51.779999,51.000000,51.049999,45.784847,24039100
2016-05-12,51.200001,51.810001,50.919998,51.509998,46.197407,24102800
2016-05-13,51.439999,51.900002,51.040001,51.080002,45.811775,22592300
2016-05-16,50.799999,51.959999,50.750000,51.830002,46.484406,20032000
2016-05-17,51.720001,51.730000,50.360001,50.509998,45.617401,27803500
2016-05-18,50.480000,51.139999,50.299999,50.810001,45.888336,24907500
2016-05-19,50.470001,50.619999,49.820000,50.320000,45.445808,23842400
2016-05-20,50.480000,51.220001,50.400002,50.619999,45.716732,23905800
2016-05-23,50.599998,50.680000,49.980000,50.029999,45.183887,26118700
2016-05-24,50.700001,51.709999,50.400002,51.590000,46.592785,34757900
2016-05-25,51.919998,52.490002,51.790001,52.119999,47.071453,24040200
2016-05-26,51.930000,51.980000,51.360001,51.889999,46.863731,24335200
2016-05-27,51.919998,52.320000,51.770000,52.320000,47.252071,17721400
2016-05-31,52.259998,53.000000,52.080002,53.000000,47.866203,37653100
2016-06-01,52.439999,52.950001,52.439999,52.849998,47.730732,25324800
2016-06-02,52.639999,52.740002,51.840000,52.480000,47.396576,22840800
2016-06-03,52.380001,52.419998,51.599998,51.790001,46.773418,23368300
2016-06-06,51.990002,52.349998,51.889999,52.130001,47.080475,18243300
2016-06-07,52.240002,52.730000,52.099998,52.099998,47.053383,20866800
2016-06-08,52.020000,52.439999,51.869999,52.040001,46.999199,21149400
2016-06-09,52.000000,52.000000,51.490002,51.619999,46.619862,20305700
2016-06-10,51.049999,52.049999,51.040001,51.480000,46.493439,25833200
2016-06-13,49.580002,50.720001,49.060001,50.139999,45.283245,83217800
